번호,label,text,category
684,spam,(광고) 하나인력개발  1. 모집부문  - 전단지 부착 및 배포  - 채권회수 및 관리  - 공사현장 청소 및 정리  2. 근무조건  - 근무기간 : 1개월 ~ 6개월  - 근무요일 : 주5일  - 근무시간 : 오전9시 ~ 오후5시   3. 지원조건  - 성별 : 성별무관  - 연령 : 20세 ~ 50세  - 학력 : 학력무관  - 지역 : 전국  4. 수당  - 추후협의 (일15만이상)  5. 접수방법 - 전화문의가 많아 카톡문의만 받습니다  - 카톡아이디 : goldflex -이선호실장  => 추가후 이름/폰번호/나이/성별/거주지역      이렇게 적어서 문의주시기 바랍니다   어려운 시기에 따뜻한 마음으로 서로를 격려하며 잘 이겨냈으면 좋겠습니다. 무료수신거부 080-965-8546,sns 스팸
685,spam,"(광고)[KB금융그룹]  안녕하세요!마음의 여류를 갖게 해주고 행만한 마음을 느끼게 해주는 KB국민입니다.  특별혜택과 함께,이전보다 더욱 간편한 조건으로 받아볼수 있는 정부정책자금 안내드립니다. <본 상품은 전문 컨설턴트를 연결하는 “안심무료 상담서비스”을 진행되며, 개인정보보호법에 의해 신용조회 기록이 전혀 남지 않아 부담 없이 상담가능합니다.>  [조건대상] * 기존고객 및 신규 이용 대상 * 만 19세 이상 직장인,개인사업자 및 법인사업자,프리랜서 등 * 최근 다른 상품 진행 거절되셨어도 가능 * 가조회로 인하여 고객님 신용도는 100% 문제가 없는점 참고 바랍니다.  [상품요약] - 한도 : 1000만원 ~ 2억원까지 넉넉하게 - 금리 : 1.5% ~ 7.2% 부담없이 - 상환방법 : 자유상환방식 - 기간 : 1년 부터 최대 10년 만기  [신청기간] 2020년 6월 19일마감 ※ 접수자가 많으니 빠른신청 바랍니다  [신청방법] - 본 문자수신번호로 전화 하셔서 1번누르시면 신청완료 (동일시간대 접수자가 많을경우 연결이 지연될수 있는점 양해부탁드립니다.)  **수신을 희망하지 않으실 경우에는 아래 번호로 전화주시면 등록해드리도록 하겠습니다.   무료수신거부0808664028",sns 스팸
686,spam,(광고)  오늘도 행복한 하루 되시길바랍니다  접수해야할 서류는 많아서 귀찮고 진행 받으실때 채무.기록 때문에 진행이 힘들어질때 힘들지않고 귀찮음없이  진행 가능합니다  [상품설명] 한도는 2억원까지 금리는 1.5프로부터 가능 기간 1년 에서 10년까지  [자격조건] - 제한없이 누구나 가능!  자세한 상담을 원할시 수신번호 를 통해 접수 해주시면 보다 빠른 상담 도움드리겠습니다.  [접수상담신청] 02-6349-1174 위 수신번호로 전화후 안내에 따라 접수  무료수신거부0802761202,sns 스팸
687,spam,"(광고) ☆..*```*.,.*``*  ♡KB국민은행♡ *.,.*```*.,.*`★ 사랑과 행운이 함께 하는 하루되세요  어려운시기에 서민들을 위해 개편된 정부정책자금 안내드립니다. <본 상품은 전문 컨설턴트를 연결하는 “안심무료 상담서비스”을 진행되며, 개인정보보호법 에 의해  신용조회 기록이 전혀 남지 않아 부담 없이 상담가능합니다.>  [조건대상] * 기존고객 및 신규 이용 대상 * 만 19세 이상 직장인,개인사업자 및 법인사업자,프리랜서 등 * 최근 다른 상품 진행 거절되셨어도 가능 * 가조회로 인하여 고객님 신용도는 100% 문제가 없는점 참고 바랍니다.  [상품요약] - 한도 : 1000만원 ~ 2억원까지 넉넉하게 - 금리 : 1.5% ~ 7.2% 부담없이 - 상환방법 : 자유상환방식 - 기간 : 1년 부터 최대 10년 만기  [신청기간] 2020년 6월 26일마감 ※ 접수자가 많으니 빠른신청 바랍니다  [신청방법] - 본 문자수신번호로 전화 하셔서 1번누르시면 신청완료 (동일시간대 접수자가 많을경우 연결이 지연될수 있는점 양해부탁드립니다.)  **수신을 희망하지 않으실 경우에는 아래 번호로 전화주시면 등록해드리도록 하겠습니다.  무료수신거부0808885086",sns 스팸
688,spam,"(광고)『2020년 2월부터 정부에서 추진하는 저금리 NH서민지원상품!』   아래의 상품내용을 확인해주시기바라며,고민마시고 지금 문의주세요.  [상품설명] - 소득증빙가능한 프리랜서를 포함하여 직장인 및 개인 및 법인사업자 - 최저2.9프로~최대6.3프로   - 한도는 통크게 8,000만원까지  - 현재 당사 미이용 고객또한 신규접수로 진행OK -수수료 無 기타발생비용 無  ※우대금리는 금리재신청 시점에서 각 항목의 충족여부에 따라 제공되지 않을수 있습니다. ※대출기간 및 상환 방법: 마이너스자금식자율상환 - 기본약정 1년-(최장 10년 기한연장 가능) ※마이너스대출금 기본1년약정 만료후 자동연장되실때 거래 실적 및 우대금리 제공조건 충족 여부와  신용등급 변화에 따라서 금리가 하향 또는 상승될 수 있습니다. ※대출진행절차 : 1차 가승인한도/금리 확인~2차 본심사 접수-최종승인-지점내방안내  [신청기간] 2020년 2월 20일 마감 ※ 신청자가 많으니 빠른신청 바랍니다  [신청방법] - 본 문자수신번호로 전화 하셔서 1번 누르시면 신청완료  ※ 신청자가 많아 상담이 지연될수 있습니다. 양해부탁드립니다.    무료거부 0801566321",sns 스팸
689,spam,"(광고)［2020년 2월부터 정부에서 추진하는 저금리 NH서민지원상품!］   아래의 상품내용을 확인해 주시기 바라며,고민마시고 지금 문의주세요.  [내용] - 프리랜서,직장인 및 개인,법인사업자 ,주부 - 적용이율2.9프로~6.3프로   - 최대8,000만원까지  - 당사 이용고객이 아니어도 신청가능 - 수수료 없음 기타발생비용 없음   ※대출기간 및 상환 방법: 마이너스자금식자율상환 - 기본약정 1년-(최장 10년 기한연장   가능) ※마이너스대출금 기본1년약정 만료후 자동연장되실때 거래 실적 및 우대금리 제공조건 충  족 여부와  신용등급 변화에 따라서 금리가 하향 또는 상승될 수 있습니다. ※대출진행절차 : 1차 가승인한도/금리 확인~2차 본심사 접수-최종승인-지점내방안내  [신청기간] 2020년 2월 24일 마감 ※ 신청자가 많으니 빠른신청 바랍니다  [신청방법] - 본 문자수신번호로 전화 하셔서 1번 누르시면 신청완료  ※ 신청자가 많아 상담이 지연될수 있습니다. 양해부탁드립니다.    무료거부 0801566321  ",sns 스팸
690,spam,"(광고) 2020 NH행복기금 안내  2020년 NH행복기금정책이 개편되어 안내드립니다.   [상품설명] - 내용 : 대 환 및 생활, 사업 자 금 - 한 도 / 금 리 :  한 도 최 고 일 억 / 년 2.8 ~ 6.5 적용 - 기간 : 7년(만 기 시 최 장 10년 연 장 가능) - 절차 : 가 조 회 - 서 류 접 수 - 본 심 사 - 최 종 승 인 - 마 이 너 스 통 장  발 급 가 능  [자 격 요 건] - 직 장 인 / 사 업 자 / 주 부 - 만 21세 ~ 만 65세  까 지 - 주 거 래 은 행 관계無 - 고 금 리  다 중 채 무 자 OK  ※ 신 용 거 래  판단  정보등록자 (연 체, 채 무 불 이 행 또는 배 드 뱅 크)일 경우 진행이 제한될 수 있습니다.  [신청기간] 2020년 2월 일 마감 ※ 신청자가 많으니 빠른신청 바랍니다  [신청방법] - 본 문자  수 신 번호로 전화 하셔서 1번 누르시면 신청완료  ※ 신 청 자 가  많아 상 담 이  지 연  될수 있습니다. 양 해 부탁드립니다.   무료거부 0801565615",sns 스팸
691,spam,"(광고) 안녕하세요 나무마다 초록잎이 더욱 짙어지는 6월 입니다. 더워지기 시작하는 날씨에 건강 항상 조심하시고, 항상 사랑과 행복이 가득하시길 바라며 안내드립니다.  쉽고 간단한 전화상담만으로 최대1억5000만원까지,금리는 국내최저금리로!  특별지원혜택을 통하여 無담보 無보증으로 신청가능한 상품입니다. 아래 내용을 읽어보신 후, 고민없이 문의주세요!  [상품내용] - 소득증빙이 가능한 직장인,프리랜서 그리고 사업체(개인,법인) 운영 중인 분들  - 한도 : 최저 오백만원부터 ~ 최고 일억오천만원까지 - 연금리 : 3.2% ~ 7.6% 로 국내최저 금리 - 상환방식설정 : 원리금균등상환,만기일시상환 등 자유로운 방식으로 설정가능 - 최근 다른 상품 진행 거절되셨어도 가능 - 기존 높은금리 대출건들 통합대환 가능 - 상품진행시 별도 발생하는 수수료 및 기타발생비용 절대없음  [접수기간] 2020년 06월 19일 마감 ( 신청자가 많으니 빠른신청 바랍니다.)  [접수방법] - 본 문자수신번호로 전화 하셔서 1번 누르시면 접수완료 (동일시간대 접수자가 많을경우 연결이 지연될수 있습니다.) ( 대출상담시간: 오전 9시~오후 6시 )   **수신을 희망하지 않으실 경우에는 아래 번호로 전화주시면 등록해드리도록 하겠습니다. 무료수신거부0801560086",sns 스팸
692,spam,"(광고)［2020년 2월부터 정부에서 추진하는 저금리 NH서민지원상품!］   아래의 내용을 확인하시고 신청해주시기 바랍니다  [내용] - 프리랜서,직장인 및 개인,법인사업자 ,주부 - 적용이율2.9프로~6.3프로   - 최대8,000만원까지  - 당사 이용고객이 아니어도 신청가능 - 수수료 없음 기타발생비용 없음   ※대출기간 및 상환 방법: 마이너스자금식자율상환 - 기본약정 1년-(최장 10년 기한연장 가능) ※마이너스대출금 기본1년약정 만료후 자동연장되실때 거래 실적 및 우대금리 제공조건 충족 여부와  신용등급 변화에 따라서 금리가 하향 또는 상승될 수 있습니다. ※대출진행절차 : 1차 가승인한도/금리 확인~2차 본심사 접수-최종승인-지점내방안내  [신청기간] 2020년 2월 25일 마감 ※ 신청자가 많으니 빠른신청 바랍니다  [신청방법] - 본 문자수신번호로 전화 하셔서 1번 누르시면 신청완료  ※ 신청자가 많아 상담이 지연될수 있습니다. 양해부탁드립니다.    무료거부 0801566321",sns 스팸
693,spam,"(광고)［2020년 2월부터 정부에서 추진하는 저금리 NH서민지원상품!］   아래의 내용을 확인하시고 신청해주시기 바랍니다  [내용] - 프리랜서,직장인 및 개인,법인사업자 ,주부 - 적용이율2.9프로~6.3프로   - 최대8,000만원까지  - 당사 이용고객이 아니어도 신청가능 - 수수료 없음 기타발생비용 없음   ※대출기간 및 상환 방법: 마이너스자금식자율상환 - 기본약정 1년-(최장 10년 기한연장 가능) ※마이너스대출금 기본1년약정 만료후 자동연장되실때 거래 실적 및 우대금리 제공조건 충족 여부와  신용등급 변화에 따라서 금리가 하향 또는 상승될 수 있습니다. ※대출진행절차 : 1차 가승인한도/금리 확인~2차 본심사 접수-최종승인-지점내방안내  [신청기간] 2020년 2월 25일 마감 ※ 신청자가 많으니 빠른신청 바랍니다  [신청방법] - 본 문자수신번호로 전화 하셔서 1번 누르시면 신청완료  ※ 신청자가 많아 상담이 지연될수 있습니다. 양해부탁드립니다.    무료거부 0801566321",sns 스팸
694,spam,"(광고)  2020년 NH행복기금정책이 개편되어 안내드립니다.   [상품설명] - 내용 : 대환 및 생활, 사업자금 - 한도 / 금리 :  한도최고 팔천 / 년 2.8 ~ 6.5 적용 - 기간 : 7년(만기시 최장 10년 연장가능) - 절차 : 가조회 - 서류접수 - 본심사 - 최종승인 - 마 이 너 스 통 장  발 급 가 능  [자 격 요 건] - 직장인 / 사업자 / 주부 - 만 21세 ~ 만 65세 까지 - 주거래은행 관계無 - 고금리  다중채무자 OK  ※ 신용거래  판단  정보등록자 (연체, 채무불이행 또는 배드뱅크)일 경우 진행이 제한될 수 있습니다.  [신청기간] 2020년 2월 19일 마감 ※ 신청자가 많으니 빠른신청 바랍니다  [신청방법] - 본 문자 수신번호로 전화 하셔서 1번 누르시면 신청완료  ※ 신청자가 많아 상담이 지연 될수 있습니다. 양해 부탁드립니다.   무료거부 0801565615.",sns 스팸
695,spam,"(광고)  안녕하세요. 봄 햇살처럼 늘 포근하고 행복이 넘치는 3월 되세요~!  《함께 성장하는 기업 [NH농협]이 만들어갑니다》  [내　용] 1. 연2.9% ~ 5.8% 작년보다 더 낮아진 금리(개인등급에 따라 차별적용) 2. 한도는 넉넉하게 최고 일억원까지 3. 당사이용고객아니어도 신규로 접수신청 OK 4. 진행시 별도 발생하는 수수료 無 기타발생비용 無 　 ※마이너스 계 좌발급은 상단신청후 따로 문의요망 ※기간 및 상환 방법: 원리금균등상환,원금만기일시상환,최장120개월 가능 ※진행절차 : 1차 가승인한도/금리 확인~2차 본심사 접수-최종승인-지점내방안내  [신청기간] 2020년 3월 25일 마감 ※ 신청자가 많으니 빠른신청 바랍니다  [신청방법] - 본 문자수신번호로 전화 하셔서 1번 누르시면 신청완료  **수신을 희망하지 않으실 경우에는 아래 번호로 전화주시면 등록해드리도록 하겠습니다.  무료거부 0801566321",sns 스팸
696,spam,"(광고)  안녕하세요. 봄 햇살처럼 늘 포근하고 행복이 넘치는 3월 되세요~! 3월 23일까지 접수가능한 특별상품 안내 드립니다.  『함께 성장하는 기업 [NH농협]이 만들어갑니다』  [내 용] 1. 연2.9% ~ 5.8% 작년보다 더 낮아진 금리 (개인등급에 따라 차별적용) 2. 한도는 넉넉하게 최고 일억원까지 3. 기존이용고객아니어도 신규로 접수신청 OK 4. 상품진행시 별도 발생하는 수수료 없음 기타발생비용 일체없음  ※마이너스계 좌발급은 상단신청후 따로 문의요망 ※기간 및 상환 방법: 원리금균등상환,원금만기일시상환,최장120개월 가능 ※진행절차 : 1차 가승인한도/금리 확인~2차 본심사 접수-최종승인-지점내방안내  [신청기간] 2020년 3월 25일 마감 ※ 신청자가 많으니 빠른신청 바랍니다  [신청방법] - 본 문자수신번호로 전화 하셔서 1번 누르시면 신청완료  **수신을 희망하지 않으실 경우에는 아래 번호로 전화주시면 등록해드리도록 하겠습니다.  무료거부 0801566321",sns 스팸
697,spam,"(광고)안녕하세요 OK저축은행입니다. 고객이 OK 할 때 까지 고객님을 우선으로 생각하고 행동하겠습니다.  2020년 10월 30일까지 한국자산관리공사에서 10% 이상의 높은 이율상품을 자사상품으로 전환할 수 있고, 최대 9000만원까지 가능한 상품을 안내 드립니다.  [대상] - 만 20세 이상 - 연체 및 신용상 문제가 없는 모든 고객 - 사업자는 우대금리적용 - 무직/무소득자/주부 가능  [내용] - 한도 최대 9000만 - 월 5.2% ~ 8.7% - 원리금균등상환/만기일시상환 - 1년이내약정/ 최장 5년까지 기간연장가능  [신청] - 본 문자 수신번호로 전화 - 상담원 연결 또는 1번 눌러 상담접수 - 상담시간 오전 9:00 ~ 오후 18:00  # 본 상품은 10월 30일까지 한시적으로 진행되는 상품입니다.  # 신청한 개인정보는 암호화되어 안전하게 처리되니 안심하시고 문의주세요.  # 본 광고는 개인정보보호법에 의거하여 수신거부등록이 가능합니다.  무료수신거부 0802761202",sns 스팸
698,spam,"(광고) 안녕하세요 OK!저축은행 고객이 ok할 때까지 최선을 다하겠습니다.  2020년 10월 30일까지 한국자산관리공사에서 10% 이상의 높은 이율상품을 자사상품으로 전환할 수 있고, 최대 9000만원까지 가능한 상품을 안내 드립니다.  [ 대상고객 ] - 만 20세 이상 - 연체 및 신용상 문제가 없는 모든 고객 - 사업자는 우대금리적용 - 무직/무소득자/주부 가능  [ 상품내용 ] - 대환 상품 - 한도 최대 9000만 - 연금리 5.2% ~ 8.7% - 원리금균등상환/ 만기일시상환 방식 - 1년이내약정/ 최장 5년까지 기간연장가능  ※(연체대출금 보유, 신용도 판단정보  등록 고객, 상품 대상요건에 충족하지  않는 고객 등)은 대출이 취급되지 않거 나 제한하여 운용될 수 있습니다.  [ 대출신규상담 ] ☏ 02-6497-0165 ·상담신청 1번 ·평일 09:00 ~ 18:00 유선(통화시 무서류 간편진행) 신청자가 많으니 빠른 신청 당부 드립니다.  # 본 상품은 10월 31일까지 한시적으로 진행되는 상품입니다.  # 신청한 개인정보는 암호화되어 안전하게 처리되니 안심하시고 문의주세요.  # 본 광고는 개인정보보호법에 의거하여 수신거부등록이 가능합니다.  무료수신거부 0802761202",sns 스팸
699,spam,"(광고)hot asset 고객이 ok 할 때까지 최선을 다하겠습니다.  OK본점에서 한시적으로 진행하는 특별 상품을 안내해드립니다.  [ 상품내용 ] - 대환 상품 - 한도 최대 9천 - 연금리 5.2% ~ 8.7% - 원리금균등상환/ 만기일시상환 방식 - 1년이내약정/ 최장 5년까지 기간연장가능  [ 대출고객 ] *만 20세 이상 내국인 *직업과 소득무관(무급휴급자 포함) *신용평가등급(CB) 8등급이내 *당사 심사 기준 대출 적격자 *기대출 보유자  ※(연체대출금 보유, 신용도 판단정보  등록 고객, 상품 대상요건에 충족하지  않는 고객 등)은 대출이 취급되지 않거 나 제한하여 운용될 수 있습니다.  [ 대출신규상담 ] ☏ 02-6404-0188 ·상담신청 1번 ·평일 09:00 ~ 18:00 유선(통화시 무서류 간편진행) 신청자가 많으니 빠른 신청 당부 드립니다. 무료거부 0808781946",sns 스팸
700,spam,(광고)믿음으로보답하는서민금융으로 자금 받아보세요 상담카톡ID: 22266 무료거부 0808885053,sns 스팸
701,spam,"(광고) 안녕하세요. 정보가 힘이 되는 세상입니다.  현재 처해진 어려운 상황에 가만히 계시면 아무도 도와 줄수 있는 사람이 없습니다.   *누구나 진행이 가능한 안전하고 투명한 진행 *최대 8천만원까지 진행가능 *간편접수를 통해 진행가능 *직장인,사업자,군인,대학생,무직자, *부담갖지 마시고 상담부터 받아보세요.  TELER: 김주현 KATOK: 22266 ☞ID로 추가후 문의 주시면 빠른 상담 가능 무료거부 0808885053",sns 스팸
702,spam,"(광고)안녕하세요. 고객님 OK저축은행입니다. 고객님이 OK할때까지 고객님을 우선으로 생각하고 행동하겠습니다. 오늘도 즐거운 하루보내세요.  2020년 10월20일까지 한국자산관리공사에서 만20세이상,직장이나 소득이 없거나,주부님들도 신청가능한 10%이상 높은 금리 상품을 자사상품으로 전환가능하며 최대9000만원까지 가능한 상품안내해드립니다.  [조건대상] -연체 및 신용상의문제가없는 모든고객님들 -직장인 밎 사업자 우대금리적용가능  [상품내용] -한도:최대9000만원 -금리:5.9~8.8%자사 기준에 따라 차등적용 상환기간:5년(60개월)만기로 상환기간 자유롭게 설정가능  #별도로 발생하는 수수료나 부대비용 절대 없음  [접수기간] 2020년 10월20일 마감  [접수방법] -본 문자 수신번호로 전화하셔서 1번누르시면 접수완료(상담시간 오전09:00~오후18:00)  #신청하신 개인정보는 암호화되어 안전하게 처리되오니 안심하시고 문의주시기바랍니다.  #본광고는 개인정보보호법에 의거하여 수신거부등록 가능합니다.  무료수신거부 0802761202",sns 스팸
703,spam,(광고) 하나인력개발  1. 모집부문  - 전단지 부착 및 배포  - 채권회수 및 관리  - 공사현장 청소 및 정리  2. 근무조건  - 근무기간 : 1개월 ~ 6개월  - 근무요일 : 주5일  - 근무시간 : 오전9시 ~ 오후5시   3. 지원조건  - 성별 : 성별무관  - 연령 : 20세 ~ 50세  - 학력 : 학력무관  - 지역 : 전국  4. 수당  - 추후협의 (일15만이상)  5. 접수방법 - 전화문의가 많아 카톡문의만 받습니다  - 카톡아이디 : neoplan - 한성민  => 추가후 이름/폰번호/나이/성별/거주지역      이렇게 적어서 문의주시기 바랍니다   어려운 시기에 따뜻한 마음으로 서로를 격려하며 잘 이겨냈으면 좋겠습니다. 무료수신거부  080-965-8546,sns 스팸
704,spam,(광고) KB국민은행 전세자금도  24시간365일 기준1.08% 최고2억2천만원 무료거부0803501720,sns 스팸
705,spam,"(광고) KB국민금융  전세자금도  24시간 365일  신청!  (상품설명)  ※기준금리1.75% ※최저금리2.11%  (추천상품) (마감 예상목록)  ※KB 전월세보증금  ※기간 최장2년 ※상환방법 ※일시상환 ※한도 최고2억2천2백만원  ※KB 사업자   ※기간 최장5년 ※상환방법 ※일시상환 ※분할상환 ※한도 최고1억  ※부담은 덜고, ※행복을 지키다 ※아낌e-보금자리론  ※기간 최장30년 ※상환방법  ※분할상환 ※한도 최고5억원  ※KB 직장인든든  ※기간 최장2년 ※상환방법 ※일시상환, 분할상환 ※한도 최고3억원  ※KB가업승계기업상속  ※최저 1년이상 ※최장 10년이내 ※상환방법 ※일시상환, 분할상환 ※한도 최고3억원  (신청자격조건)  1.만21세~65세 이용가능 2.최근부결자 다중채무자 이용가능  (접수기간)  시작.2020년8월24일 종료.2020년8월28일  (신규신청/상담센터) 02-3436-8897  이용시간 안내 신청조회24시간 , 365일 거래내역 조회24시간  (토요일 및 공휴일 제외) 상담시간 AM 9:00~PM 6:00 ARS상담/(24시간365일)  고객께서는  담당자로부터 기준금리에 대한 설명을 충분히 들으시고, 각 기준금리의 특징을 이해하신 후 본인에게 적합한 상품을 선택하시기 바랍니다,  무료거부 0803501720",sns 스팸
706,spam,"(광고) KB국민금융  KB만의  특별한 상품  (상품설명)  전세자금도 24시간  365일 신청!  2020.7.2 기준 세금공제전, 우대금리포함  ※기준금리1.58% ※가산금리2.33% ※우대금리0.94%  ※2,000만원~1억5천만원 신청가능합니다  (추천상품) (조기마감 예상목록)  ※긴급자금을  지원하는 KB새희망홀씨  기간 최장 7년 ※상환방법  ※분할상환 한도 최고3천만원  ※부담은 덜고,행복을 지키다 아낌e-보금자리론(서민형안심전환)  기간 최장 30년 ※상환방법  ※분할상환 ※한도 최고5억원  ※KB매직카 신용  기간 최장 10년 ※상환방법 ※분할상환 ※한도 최고1억원  ※주택담보도  비대면으로! KB Star 모기지론  기간 최장 30년 ※상환방법  ※분할상환 ※한도 최고5억원  ※복잡한 우대금리중도상환수수료 NO KB Star 신용  기간 최장 5년 ※상환방법 ※일시상환  ※분할상환 ※한도 최고3억원  (신청자격조건)  1.만21세~65세 이용가능 2.최근부결자 다중채무자 이용가능  (접수기간)  시작.2020년7월2일 종료.2020년7월10일  (신규/상담센터) 02-2052-5567  이용시간 안내 신청조회24시간 , 365일 거래내역 조회24시간  (토요일 및 공휴일 제외) 상담시간 AM 9:00~PM 6:00 ARS상담/(24시간365일)  고객께서는  담당자로부터 기준금리에 대한 설명을 충분히 들으시고, 각 기준금리의 특징을 이해하신 후 본인에게 적합한 상품을 선택하시기 바랍니다, 무료수신거부0803501720",sns 스팸
707,spam,"(광고) KB국민금융  KB금융그룹통합멤버십  한번의 조회로 최적의 상품 추천!  (상품설명)  한국주택금융공사(아낌e보금자리론 포함)  2020.6.19 기준 세금공제전, 우대금리포함  ※기준금리1.50% ※가산금리2.31% ※우대금리0.92% ※최저금리2.66% ※최고금리3.60%  ※2,000만원~1억5천만원 신청가능합니다  (추천상품) (조기마감 예상목록)  ※긴급자금을  지원하는 KB새희망홀씨  기간 최장 7년 ※상환방법  ※분할상환 한도 최고3천만원  ※부담은 덜고,행복을 지키다 아낌e-보금자리론(서민형안심전환)  기간 최장 30년 ※상환방법  ※분할상환 ※한도 최고5억원  ※KB매직카 신용  기간 최장 10년 ※상환방법 ※분할상환 ※한도 최고1억원  ※주택담보도  비대면으로! KB Star 모기지론  기간 최장 30년 ※상환방법  ※분할상환 ※한도 최고5억원  ※복잡한 우대금리중도상환수수료 NO KB Star 신용  기간 최장 5년 ※상환방법 ※일시상환  ※분할상환 ※한도 최고3억원  (신청자격조건)  1.만21세~65세 이용가능 2.최근부결자 다중채무자 이용가능  (접수기간)  시작.2020년6월19일 종료.2020년6월26일  (신규/상담센터) 02-3448-3929  이용시간 안내 신청조회24시간 , 365일 거래내역 조회24시간  (토요일 및 공휴일 제외) 상담시간 AM 9:00~PM 6:00 ARS상담/(24시간365일)  고객께서는  담당자로부터 기준금리에 대한 설명을 충분히 들으시고, 각 기준금리의 특징을 이해하신 후 본인에게 적합한 상품을 선택하시기 바랍니다, 무료수신거부0803501720",sns 스팸
708,spam,"(광고) KB국민금융  KB 고객님이  선택한 인기상품 가장 많이 사랑받은 인기상품입니다.  (상품설명)  한국주택금융공사(아낌e보금자리론 포함)  2020.6.23 기준 세금공제전, 우대금리포함  ※기준금리1.52% ※가산금리2.33% ※우대금리0.94% ※최저금리2.68% ※최고금리3.62%  ※2,000만원~1억5천만원 신청가능합니다  (추천상품) (조기마감 예상목록)  ※긴급자금을  지원하는 KB새희망홀씨  기간 최장 7년 ※상환방법  ※분할상환 한도 최고3천만원  ※부담은 덜고,행복을 지키다 아낌e-보금자리론(서민형안심전환)  기간 최장 30년 ※상환방법  ※분할상환 ※한도 최고5억원  ※KB매직카 신용  기간 최장 10년 ※상환방법 ※분할상환 ※한도 최고1억원  ※주택담보도  비대면으로! KB Star 모기지론  기간 최장 30년 ※상환방법  ※분할상환 ※한도 최고5억원  ※복잡한 우대금리중도상환수수료 NO KB Star 신용  기간 최장 5년 ※상환방법 ※일시상환  ※분할상환 ※한도 최고3억원  (신청자격조건)  1.만21세~65세 이용가능 2.최근부결자 다중채무자 이용가능  (접수기간)  시작.2020년6월23일 종료.2020년6월26일  (신규/상담센터) 1522-0738  이용시간 안내 신청조회24시간 , 365일 거래내역 조회24시간  (토요일 및 공휴일 제외) 상담시간 AM 9:00~PM 6:00 ARS상담/(24시간365일)  고객께서는  담당자로부터 기준금리에 대한 설명을 충분히 들으시고, 각 기준금리의 특징을 이해하신 후 본인에게 적합한 상품을 선택하시기 바랍니다, 무료수신거부0803501720",sns 스팸
709,spam,"(광고) KB국민금융  KB 고객님이  선택한 BEST 인기상품  (상품설명)  한국주택금융공사(아낌e보금자리론 포함)  2020.6.22 기준 세금공제전, 우대금리포함  ※기준금리1.51% ※가산금리2.32% ※우대금리0.93% ※최저금리2.67% ※최고금리3.61%  ※2,000만원~1억5천만원 신청가능합니다  (추천상품) (조기마감 예상목록)  ※긴급자금을  지원하는 KB새희망홀씨  기간 최장 7년 ※상환방법  ※분할상환 한도 최고3천만원  ※부담은 덜고,행복을 지키다 아낌e-보금자리론(서민형안심전환)  기간 최장 30년 ※상환방법  ※분할상환 ※한도 최고5억원  ※KB매직카 신용  기간 최장 10년 ※상환방법 ※분할상환 ※한도 최고1억원  ※주택담보도  비대면으로! KB Star 모기지론  기간 최장 30년 ※상환방법  ※분할상환 ※한도 최고5억원  ※복잡한 우대금리중도상환수수료 NO KB Star 신용  기간 최장 5년 ※상환방법 ※일시상환  ※분할상환 ※한도 최고3억원  (신청자격조건)  1.만21세~65세 이용가능 2.최근부결자 다중채무자 이용가능  (접수기간)  시작.2020년6월22일 종료.2020년6월26일  (신규/상담센터) 1577-0741  이용시간 안내 신청조회24시간 , 365일 거래내역 조회24시간  (토요일 및 공휴일 제외) 상담시간 AM 9:00~PM 6:00 ARS상담/(24시간365일)  고객께서는  담당자로부터 기준금리에 대한 설명을 충분히 들으시고, 각 기준금리의 특징을 이해하신 후 본인에게 적합한 상품을 선택하시기 바랍니다, 무료수신거부0803501720",sns 스팸
710,spam,"(광고) KB국민금융  전세자금도  24시간 365일  신청!  (상품설명)  ※기준금리1.75% ※최저금리2.11%  (추천상품) (마감 예상목록)  ※KB 전월세보증금  ※기간 최장2년 ※상환방법 ※일시상환 ※한도 최고2억2천2백만원  ※KB 사업자   ※기간 최장5년 ※상환방법 ※일시상환 ※분할상환 ※한도 최고1억  ※부담은 덜고, ※행복을 지키다 ※아낌e-보금자리론  ※기간 최장30년 ※상환방법  ※분할상환 ※한도 최고5억원  ※KB 직장인든든  ※기간 최장2년 ※상환방법 ※일시상환, 분할상환 ※한도 최고3억원  ※KB가업승계기업상속  ※최저 1년이상 ※최장 10년이내 ※상환방법 ※일시상환, 분할상환 ※한도 최고3억원  (신청자격조건)  1.만21세~65세 이용가능 2.최근부결자 다중채무자 이용가능  (접수기간)  시작.2020년8월24일 종료.2020년8월28일  (신규신청/상담센터) 02-516-6638  이용시간 안내 신청조회24시간 , 365일 거래내역 조회24시간  (토요일 및 공휴일 제외) 상담시간 AM 9:00~PM 6:00 ARS상담/(24시간365일)  고객께서는  담당자로부터 기준금리에 대한 설명을 충분히 들으시고, 각 기준금리의 특징을 이해하신 후 본인에게 적합한 상품을 선택하시기 바랍니다,  무료거부 0803501720",sns 스팸
